"","STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"2931","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-11,2008,1,11,11,10.1,24,5.7,24,1000.1,24,985,24,31.9,24,7.3,24,10.3,15.4,12.2,NA,8,"*",0.51,"F",NA,0,1,0,0,0,0,0.9,1.2,74.1
"2932","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-12,2008,1,12,12,5.9,24,2.4,24,1006.7,24,991.3,24,30.7,21,7,24,12.9,19,8,"*",4.7,"*",0.51,"F",NA,0,1,0,0,0,0,0.7,0.9,78.2
"2933","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-13,2008,1,13,13,5.5,24,0.8,24,1013,24,997.5,24,38.1,24,5.6,24,8,NA,9,NA,3.7,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.9,71.7
"2934","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-14,2008,1,14,14,6.9,24,2.8,24,1005.2,24,989.9,24,26.7,24,7.3,24,9.3,NA,9.5,NA,4,NA,0,"F",NA,0,1,0,0,0,0,0.7,1,75.1
"2935","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-15,2008,1,15,15,8.3,24,4.7,24,996.4,24,981.3,24,24.1,24,11.4,24,15.4,21.6,9.1,NA,7.8,NA,2.03,"E",NA,0,1,0,0,0,0,0.9,1.1,78.1
"2936","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-16,2008,1,16,16,6.8,24,4.3,24,996.1,24,980.9,24,22.9,23,5.8,24,13,NA,8.3,"*",4.4,"*",7.11,"E",NA,0,1,0,0,0,0,0.8,1,84.1
"2937","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-17,2008,1,17,17,7.2,24,4.8,24,1005.9,24,990.6,24,15.3,24,6.8,24,11.3,NA,10.4,"*",4.1,NA,0.51,"E",NA,0,1,0,0,0,0,0.9,1,84.7
"2938","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-18,2008,1,18,18,9.2,24,6.9,24,1013.3,23,998,23,10.3,24,8.5,24,12.9,15.9,12.1,"*",7,"*",2.79,"F",NA,0,1,0,0,0,0,1,1.2,85.5
"2939","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-19,2008,1,19,19,11.9,24,10.2,24,1020.6,24,1005.4,24,10.6,24,10.1,24,13,17.5,12.5,NA,10.7,NA,1.78,"F",NA,0,1,0,0,0,0,1.2,1.4,89.3
"2940","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-20,2008,1,20,20,11.4,24,8.4,24,1022.9,23,1007.6,23,31.1,24,9.6,24,11.3,15.4,12.4,NA,10,"*",1.02,"E",NA,0,1,0,0,0,0,1.1,1.3,81.8
"2941","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-21,2008,1,21,21,9.7,23,6,23,1014.5,22,999.2,22,18.2,23,9.8,23,12,18.5,11,"*",8.6,"*",0.51,"E",NA,0,1,0,0,0,0,0.9,1.2,77.7
"2942","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-22,2008,1,22,22,5.7,24,1.4,24,1021.7,24,1006,24,21.1,23,3.8,24,8,NA,10,"*",2,"*",1.02,"E",NA,0,1,0,0,0,0,0.7,0.9,73.9
"2943","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-23,2008,1,23,23,5.8,24,2.3,24,1029.3,24,1013.6,24,17.4,24,6.1,24,8.7,NA,8.2,NA,2.1,NA,0,"I",NA,0,0,0,0,0,0,0.7,0.9,78.2
"2944","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-24,2008,1,24,24,7.7,24,4.9,24,1029,23,1013.4,23,17.5,22,5.4,24,7.2,NA,9.4,NA,3,"*",4.06,"E",NA,0,1,0,0,0,0,0.9,1,82.5
"2945","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-25,2008,1,25,25,5,24,1.3,24,1038.3,24,1022.4,24,21.1,24,5.5,24,8.2,NA,8,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.7,0.9,77
"2946","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-26,2008,1,26,26,6.4,24,3.3,24,1035.2,24,1019.4,24,15.6,24,7.1,24,9,NA,8,"*",5,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,80.6
"2947","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-27,2008,1,27,27,6.6,24,3.9,24,1032.9,24,1017.2,24,13.2,24,4.9,24,9,NA,9,"*",4,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,82.9
"2948","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-28,2008,1,28,28,7.1,24,3.3,24,1034.5,23,1018.8,23,9.2,24,1.8,24,3.1,NA,8.4,NA,6,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,76.8
"2949","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-29,2008,1,29,29,4.6,24,1.1,24,1029.2,24,1013.4,24,6.8,24,2.2,24,3.6,NA,6,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.7,0.8,78
"2950","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-30,2008,1,30,30,2.9,24,1.6,24,1025.4,24,1009.6,24,7.2,23,3.4,24,5,NA,4.4,NA,0.9,"*",4.06,"E",NA,1,1,0,0,0,0,0.7,0.8,91.2
"2951","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-01-31,2008,1,31,31,3.3,24,0.6,24,1014.1,24,998.4,24,17.4,24,10.6,24,15.4,20.1,6.4,"*",0.8,NA,0.76,"E",NA,0,1,0,0,0,0,0.6,0.8,82.5
"2952","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-01,2008,2,1,32,5.4,24,1.8,24,999.3,24,984,24,19.3,24,7.5,24,11,NA,7,"*",3,"*",6.1,"F",NA,0,1,0,0,0,0,0.7,0.9,77.6
"2953","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-02,2008,2,2,33,2.9,24,-2.4,24,1014.7,24,999.1,24,30.7,24,6,24,9,NA,5.2,NA,0.9,"*",NA,NA,NA,0,1,0,0,0,0,0.5,0.8,68.1
"2954","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-03,2008,2,3,34,3.6,24,-2.8,24,1011.3,24,995.7,24,38.1,24,4.7,24,6.7,NA,7,"*",0.6,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.8,63
"2955","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-04,2008,2,4,35,5.9,24,2.9,24,1003.7,24,988.3,24,22,24,5.6,24,8,NA,8,"*",4,"*",7.11,"E",NA,0,1,0,0,0,0,0.8,0.9,81.1
"2956","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-05,2008,2,5,36,7.7,24,4.9,24,1008.8,24,993.5,24,19.8,24,9.7,24,13,NA,11.3,"*",3.8,NA,2.54,"F",NA,0,1,0,0,0,0,0.9,1,82.5
"2957","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-06,2008,2,6,37,7.6,24,4.3,24,1020.7,24,1005.2,24,20.9,24,5.9,24,9.3,14.4,10.7,"*",3,"*",8.13,"F",NA,0,1,0,0,1,0,0.8,1,79.6
"2958","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-07,2008,2,7,38,4.9,24,1.2,24,1037.2,23,1021.3,23,14.2,24,3.1,24,6,NA,9.3,NA,2,NA,0,"I",NA,0,0,0,0,0,0,0.7,0.9,77
"2959","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-08,2008,2,8,39,7.6,24,-3.1,24,1035.7,24,1019.9,24,31.9,24,2,24,4,NA,14.7,NA,2.9,NA,0,"I",NA,0,0,0,0,0,0,0.5,1,46.7
"2960","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-09,2008,2,9,40,8,24,-3.1,24,1034.2,23,1018.4,23,38.3,24,1,24,3,NA,14.3,NA,1.5,NA,0,"I",NA,0,0,0,0,0,0,0.5,1.1,45.4
"2961","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-10,2008,2,10,41,7.7,17,-1.8,17,1034.9,16,1019.2,16,32.8,17,1.5,17,3.1,NA,11.1,NA,4,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,51
"2962","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-11,2008,2,11,42,6.9,24,1.7,24,1034.8,24,1019.1,24,21.1,24,2.1,24,3.6,NA,13,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.7,1,69.5
"2963","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-12,2008,2,12,43,7.1,24,2,24,1035,24,1019.3,24,18.8,24,1.6,24,4.1,NA,12.4,NA,3,NA,0,"I",NA,0,0,0,0,0,0,0.7,1,70
"2964","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-13,2008,2,13,44,1.1,24,0.6,24,1036.4,24,1020.3,24,1.1,24,2.3,24,3.1,NA,3.5,"*",-1,"*",NA,NA,NA,1,1,1,0,0,0,0.6,0.7,96.5
"2965","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-14,2008,2,14,45,0.5,21,0.3,21,1037.6,14,1021.4,14,0.5,21,3.1,21,5.1,NA,2.3,"*",-1,"*",0,"H",NA,1,1,1,0,0,0,0.6,0.6,98.6
"2966","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-15,2008,2,15,46,2.7,22,-2.1,22,1038,20,1021.9,20,18.2,22,5.1,22,7,NA,5.6,NA,-1,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.7,70.7
"2967","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-16,2008,2,16,47,-0.2,24,-6,24,1042.8,24,1026.5,24,39.6,23,4,24,6.2,NA,4,"*",-3,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.6,64.9
"2968","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-17,2008,2,17,48,2.3,24,-7.7,24,1040.4,24,1024.3,24,36.7,24,1,24,3,NA,9.3,NA,-3,NA,0,"I",NA,0,0,0,0,0,0,0.3,0.7,47.6
"2969","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-18,2008,2,18,49,3.6,24,-6.7,24,1034.4,24,1018.5,24,15.4,24,1.1,24,3.6,NA,8.3,NA,-0.3,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.8,46.9
"2970","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-19,2008,2,19,50,-0.1,24,-1.9,24,1026.1,23,1010.1,23,2.4,24,2.3,24,4,NA,5,"*",-4,"*",0,"I",NA,1,0,0,0,0,0,0.5,0.6,87.7
"2971","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-20,2008,2,20,51,5.6,24,1.6,24,1020.1,24,1004.5,24,7.1,24,3.1,24,5,NA,9,"*",0.3,NA,0,"I",NA,0,0,0,0,0,0,0.7,0.9,75.5
"2972","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-21,2008,2,21,52,7.6,24,5.2,24,1023.4,24,1007.9,24,4,24,6.3,24,9.8,NA,10,"*",3.4,NA,NA,NA,NA,0,1,0,0,0,0,0.9,1,84.8
"2973","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-22,2008,2,22,53,9.2,24,6.4,24,1024.4,24,1008.9,24,13.8,24,8.4,24,10.8,NA,10,"*",8,"*",0,"I",NA,0,0,0,0,0,0,1,1.2,82.6
"2974","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-23,2008,2,23,54,9.6,24,6.2,24,1027.7,24,1012.2,24,15.1,24,4.5,24,8.7,NA,12.6,NA,8,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.2,79.4
"2975","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-24,2008,2,24,55,10.6,24,6.1,24,1020.3,24,1004.9,24,14.8,24,4,24,7.2,NA,14,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,73.7
"2976","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-25,2008,2,25,56,9.2,24,5.7,24,1020.6,24,1005.2,24,11.7,24,3.8,24,8,NA,12.4,NA,5.8,NA,0.51,"E",NA,0,1,0,0,0,0,0.9,1.2,78.7
"2977","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-26,2008,2,26,57,10.1,24,6.8,24,1009.9,24,994.7,24,13.4,24,8.5,24,12,NA,12.2,NA,6.7,"*",4.06,"E",NA,0,1,0,0,0,0,1,1.2,80
"2978","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-27,2008,2,27,58,6.8,24,2.9,24,1018,24,1002.5,24,17.7,24,4.6,24,7,NA,10.1,NA,4.8,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,76.2
"2979","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-28,2008,2,28,59,6.9,24,4.3,24,1020.6,24,1005.1,24,8.9,24,2.3,24,4.1,NA,10.3,NA,4,NA,NA,NA,NA,1,1,0,0,0,0,0.8,1,83.5
"2980","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-02-29,2008,2,29,60,8.1,23,5.9,23,1015.3,19,999.9,19,4.5,23,5.8,23,14.4,20.1,10,"*",6.7,"*",5.08,"F",NA,1,1,0,0,0,0,0.9,1.1,86
"2981","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-01,2008,3,1,61,10.1,5,8.3,5,996.5,5,981.5,5,11.9,5,13.2,5,14,21.1,10.4,"*",9.6,"*",3.05,"A",NA,0,1,0,0,0,0,1.1,1.2,88.6
"2982","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-02,2008,3,2,62,10.5,23,6.9,23,1009.5,22,994.3,22,24.1,23,7.7,23,11,NA,13.2,NA,7.4,NA,0.51,"E",NA,0,1,0,0,0,0,1,1.3,78.4
"2983","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-03,2008,3,3,63,6.3,24,0.8,24,1011.2,24,995.7,24,15.3,24,5.4,24,9,NA,8.2,NA,0,"*",0.76,"E",NA,0,1,1,0,0,0,0.6,1,67.9
"2984","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-04,2008,3,4,64,2.7,24,-0.3,24,1019.9,21,1004.2,21,17.1,24,3.5,24,8.7,NA,7.7,NA,0,"*",8.89,"E",20.3,0,1,1,0,0,0,0.6,0.7,80.6
"2985","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-05,2008,3,5,65,2.3,24,-2.5,24,1031.3,24,1015.3,24,23.8,24,2.8,24,6.2,NA,6.4,NA,-1.1,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.7,70.6
"2986","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-06,2008,3,6,66,5.7,24,2.6,24,1024.3,24,1008.6,24,11.9,24,5,24,6,NA,8,NA,1.3,NA,0,"B",NA,0,1,0,0,0,0,0.7,0.9,80.5
"2987","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-07,2008,3,7,67,6.9,24,3.7,24,1015.4,24,999.9,24,10.3,24,4.5,24,7,NA,9.4,NA,4,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1,80.1
"2988","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-08,2008,3,8,68,6.2,24,1.4,24,1010.7,24,995.2,24,21.4,24,5.6,24,8.2,NA,10,NA,1.9,NA,0,"I",NA,0,0,0,0,0,0,0.7,0.9,71.4
"2989","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-09,2008,3,9,69,7.6,24,4.2,24,1001,24,985.8,24,31.5,24,7.5,24,9.3,NA,10,"*",4.8,"*",0.76,"E",NA,0,1,0,0,0,0,0.8,1,79.1
"2990","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-10,2008,3,10,70,5.9,24,2.3,24,986.6,24,971.5,24,25.1,24,9.7,24,14,20.1,8,"*",4.7,NA,3.05,"E",NA,0,1,0,0,0,0,0.7,0.9,77.7
"2991","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-11,2008,3,11,71,8.3,24,5.1,24,989,24,974,24,19.2,24,9.5,24,14.9,19.5,12,"*",5,NA,16,"F",NA,0,1,0,0,0,0,0.9,1.1,80.3
"2992","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-12,2008,3,12,72,8.1,24,1.9,24,999.8,24,984.6,24,16.6,24,9.4,24,15,18.5,10.1,"*",6,"*",1.02,"F",NA,0,1,0,0,0,0,0.7,1.1,64.9
"2993","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-13,2008,3,13,73,7.4,24,3.6,24,1013.3,24,997.9,24,15.4,24,6.2,24,9.3,NA,10.3,NA,5,"*",0,"E",NA,0,1,0,0,0,0,0.8,1,76.8
"2994","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-14,2008,3,14,74,9.2,24,5.2,24,1011.6,24,996.3,24,24.5,24,4.3,24,9,NA,12.1,NA,6.2,NA,6.1,"E",NA,0,1,0,0,0,0,0.9,1.2,76.1
"2995","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-15,2008,3,15,75,10.5,24,7.4,24,1007.9,24,992.8,24,15.8,24,2.9,24,5,NA,15.2,NA,7.4,NA,NA,NA,NA,0,1,0,0,0,0,1,1.3,81.1
"2996","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-16,2008,3,16,76,9.5,24,7.4,24,1000.1,24,985,24,17.1,24,4.8,24,9.8,NA,12.7,NA,6,"*",20.07,"F",NA,0,1,0,0,0,0,1,1.2,86.7
"2997","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-17,2008,3,17,77,4.9,24,0.2,24,1013.9,24,998.3,24,15.8,24,3.8,24,6.7,NA,6.4,NA,2.8,"*",4.06,"E",NA,0,1,0,0,0,0,0.6,0.9,71.6
"2998","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-18,2008,3,18,78,3.5,24,-0.1,24,1016.7,24,1001,24,13.5,24,3.2,24,6,NA,7.2,NA,0.7,NA,0,"E",NA,0,1,1,1,0,0,0.6,0.8,77.3
"2999","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-19,2008,3,19,79,3.9,22,0.3,22,1017.6,22,1001.9,22,18.7,22,3.7,22,7.2,NA,7.3,NA,1.6,NA,1.02,"E",NA,0,1,0,0,0,0,0.6,0.8,77.4
"3000","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-20,2008,3,20,80,4.6,24,2,24,1012.1,24,996.6,24,11.9,24,6.6,24,12,NA,7.6,NA,2,NA,2.54,"F",NA,0,1,0,0,0,0,0.7,0.8,83.2
"3001","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-21,2008,3,21,81,3.9,24,1.7,24,984.9,24,969.7,24,15.1,24,6,24,9.3,14.9,8,"*",0,"*",18.03,"F",NA,0,1,1,1,0,0,0.7,0.8,85.6
"3002","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-22,2008,3,22,82,2.6,24,0.1,24,990.5,24,975.2,24,20.3,24,4.8,24,8.2,NA,7.3,NA,0,"*",7.87,"F",NA,0,1,1,0,0,0,0.6,0.7,83.6
"3003","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-23,2008,3,23,83,1.2,24,-3.9,24,1000.2,24,984.6,24,25.6,24,2.8,24,5.7,NA,5.4,NA,-2.7,NA,NA,NA,NA,0,1,1,0,0,0,0.5,0.7,68.8
"3004","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-24,2008,3,24,84,1.1,24,-0.6,24,996.4,24,980.9,24,13.2,24,3.9,24,8,NA,4.1,NA,-0.1,"*",3.05,"F",NA,0,1,1,0,0,0,0.6,0.7,88.4
"3005","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-25,2008,3,25,85,0.8,24,-3.2,24,1004.5,23,988.8,23,11.4,24,5.2,24,8.7,NA,3.7,NA,-1.7,NA,3.05,"F",NA,0,1,1,0,0,0,0.5,0.6,74.6
"3006","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-26,2008,3,26,86,4.6,24,2.7,24,1001.3,24,985.9,24,9.3,24,3.2,24,5.1,NA,8,NA,0.7,NA,2.03,"F",NA,0,1,1,0,0,0,0.7,0.8,87.5
"3007","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-27,2008,3,27,87,5.7,24,4.4,24,999.7,24,984.5,24,3.9,24,2.7,24,5,NA,9.4,NA,4,"*",12.95,"F",NA,1,1,0,0,0,0,0.8,0.9,91.3
"3008","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-28,2008,3,28,88,6.9,24,3.3,24,1005.5,24,990.2,24,11.3,24,7.7,24,13,14.9,9.9,NA,4,"*",2.03,"F",NA,1,1,0,0,0,0,0.8,1,77.8
"3009","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-29,2008,3,29,89,8.9,24,2.6,24,1013.4,24,998.1,24,26.2,24,7.3,24,10.3,NA,12.4,NA,5.7,NA,2.03,"E",NA,0,0,0,0,0,0,0.7,1.1,64.7
"3010","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-30,2008,3,30,90,9.4,24,3.7,24,1005.9,24,990.7,24,32.8,24,5.6,24,8,NA,12,"*",8,NA,7.11,"E",NA,0,1,0,0,0,0,0.8,1.2,67.6
"3011","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-03-31,2008,3,31,91,10.1,24,4.2,24,1016.1,24,1000.8,24,20.8,24,3.5,24,6.2,NA,14.1,NA,7,"*",0.76,"E",NA,0,0,0,0,0,0,0.8,1.2,66.8
"3012","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-04-01,2008,4,1,92,8.9,24,5.2,24,1021.3,24,1005.9,24,19.2,24,6,24,11,NA,12,"*",5.5,NA,NA,NA,NA,0,1,0,0,0,0,0.9,1.1,77.6
"3013","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2008-04-02,2008,4,2,93,8.4,24,4.5,24,1023.1,24,1007.6,24,11.9,24,3.7,24,7,NA,10.2,NA,6.7,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.1,76.5
